num,name,BBclass,Check,smiles
244,triflupromazine,1,2,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
245,trifluroperazine,1,2,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
246,trihexyphenidyl,1,2,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
247,trimetozine,1,2,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
248,trimipramine,1,2,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
249,tybamate,1,2,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
250,uridine,1,2,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1
251,valproicacid,1,2,CCCC(CCC)C(=O)O
252,zimelidine,1,2,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1
253,Clofazimine,0,2,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
254,Colchicine,0,2,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
255,Cromoglicicacid,0,2,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1
256,Cycloserine,1,2,NC1CONC1=O
257,Hydroxycarbamide,1,2,NC(=O)NO
258,Ipratropiumbromide,0,2,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
259,guanabenz,0,2,NC(N)=N/N=C/c1c(Cl)cccc1Cl
260,guanethidinesulfate,0,2,NC(N)=NCCN1CCCCCCC1
261,homatropine,0,2,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
262,hydralazine,0,2,NNc1nncc2ccccc12
264,Hydrocortisone,0,2,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
265,hydroflumethiazide,0,2,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
266,ibuprofen,0,2,CC(C)Cc1ccc(C(C)C(=O)O)cc1
267,indomethacin,0,2,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
268,35,0,2,CN1Cc2c(-c3noc([C@](C)(O)CO)n3)ncn2-c2cccc(Cl)c2C1=O
270,1-48,1,2,C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1
271,9-OH-risperidone,1,2,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O
273,BCNU,1,2,O=NN(CCCl)C(=O)NCCCl
274,Itraconazole,0,2,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
275,Kanamycin,0,2,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
276,Ketoprofen,1,2,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
277,Ketorolac,0,2,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
278,Metaraminol,0,2,C[C@H](N)[C@H](O)c1cccc(O)c1
279,isoniazid,0,2,NNC(=O)c1ccncc1
280,Isoproterenol,0,2,CC(C)NCC(O)c1ccc(O)c(O)c1
281,Isoquercitrin,0,2,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
282,Ketoconazole,0,2,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
283,labetalol,0,2,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
284,levodopa,0,2,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
285,mannitol,0,2,OCC(O)C(O)C(O)C(O)CO
286,Meclocycline,0,2,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12
287,Meclofenamate,0,2,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
288,Mefenamic_acid,0,2,Cc1cccc(Nc2ccccc2C(=O)O)c1C
289,Cimetidine,0,2,CN=C(NC#N)NCCSCc1nc[nH]c1C
290,Clonidine,1,2,Clc1cccc(Cl)c1NC1=NCCN1
291,Didanosine,0,2,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
292,Metoprolol,1,2,COCCc1ccc(OCC(O)CNC(C)C)cc1
293,Metronidazole,1,2,Cc1ncc([N+](=O)[O-])n1CCO
294,Mifepristone,0,2,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
295,Minocycline,1,2,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
296,Moclobemide,1,2,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
297,Propanthelinebromide,0,2,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
298,Pyrazinamide,1,2,NC(=O)c1cnccn1
299,Pyridostigminebromide,1,2,CN(C)C(=O)Oc1ccc[n+](C)c1
300,Pyrimethamine,1,2,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
301,Quinine,0,2,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
302,melphalan,0,2,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
303,mepenzolatebromide,0,2,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
305,mequitazine,0,2,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
306,mestranol,0,2,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
307,methantheline,0,2,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21
308,methotrexate,0,2,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
309,Methyclothiazide,0,2,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
310,methyldopa,0,2,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
311,Icotidine,0,2,COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1
313,Lupitidine,0,2,Cc1ccc(Cc2cnc(NCCSCc3ccc(C(C)(C)N)o3)[nH]c2=O)cn1
314,Mianserin,1,2,CN1CCN2c3ccccc3Cc3ccccc3C2C1
315,Midazolam,1,2,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
316,Ritonavir,0,2,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
317,Saquinavir,0,2,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
318,Sevoflurane,1,2,FCOC(C(F)(F)F)C(F)(F)F
319,Sodiumamidotrizoate,0,2,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I
320,Sotalol,1,2,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
321,Stavudine,1,2,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
322,Streptomycin,0,2,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O
323,Sulfadiazine,1,2,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
324,Sulfafurazole,1,2,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
325,Methylprednisolone,0,2,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
326,Miconazole,0,2,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
327,nandrolone,0,2,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
328,neodicoumarol,0,2,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O
329,Nicotinyl alcohol,0,2,OCc1cccnc1
330,norethindrone,0,2,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
331,norfenefrine,0,2,NCC(O)c1cccc(O)c1
332,nylidrin,0,2,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1
333,Oxandrolone,0,2,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
334,Oxaprozin,0,2,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
335,Mirtazapine,1,2,CN1CCN2c3ncccc3Cc3ccccc3C2C1
336,Nevirapine,1,2,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
338,Org30526,1,2,Clc1ccc2c(c1)[C@H]1CNC[C@H]1c1ccccc1O2
339,Org32104,1,2,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCNC[C@H]21
340,Org34167,1,2,C=CC[C@H](N)c1ccccc1-c1noc2ccccc12
341,Org4428,1,2,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@H]21
342,Org5222,1,2,CN1C[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@@H]2C1
343,Ranitidine,0,2,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
344,Sulfamethoxazole,1,2,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
345,Tamoxifen,1,2,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
346,Ticarcillin,1,2,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-]
347,Topotecan,1,2,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
348,Zalcitabine,1,2,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
349,Zonisamide,1,2,NS(=O)(=O)Cc1noc2ccccc12
350,AmphotericinB,0,2,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C\C=C/C=C\C=C/C=C\C=C/C=C\[C@H](C)[C@@H](O)[C@H]1C)O2
351,Calcium-folinate,1,2,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O
352,oxytetracycline,0,2,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
353,papaverine,0,2,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
354,penicillin G,0,2,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
355,phenacetin,0,2,CCOc1ccc(NC(C)=O)cc1
356,phenazopyridine,0,2,Nc1ccc(N=Nc2ccccc2)c(N)n1
357,pheniramine,0,2,CN(C)CCC(c1ccccc1)c1ccccn1
358,Phenolphthalein,0,2,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
359,phenoxybenzamine,0,2,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
360,Phenylbutazone,0,2,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
361,pirbuterol,0,2,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
362,Risperidone,1,2,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
363,Phenserine,1,2,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12
364,Temelastine,0,2,Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1
365,Tibolone,1,2,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C
366,Ceftazidime,1,2,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O
367,Flucytosine,1,2,Nc1[nH]c(=O)ncc1F
368,Guanadrel,0,2,NC(N)=NCC1COC2(CCCCC2)O1
369,Lomustine,1,2,O=NN(CCCl)C(=O)NC1CCCCC1
370,Mesna,0,2,O=S(=O)([O-])CCS
371,Streptozotocin,0,2,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
372,Teniposide,1,2,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC3OC5COC(c6cccs6)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
373,Thiotepa,1,2,S=P(N1CC1)(N1CC1)N1CC1
374,Vancomycin,0,2,CN[C@H](CC(C)C)C(=O)NC1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
375,Polythiazide,0,2,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
376,prednisolone,0,2,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
377,prednisone,0,2,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
379,progesterone,0,2,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
381,proscillaridin,0,2,CC1OC(O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)C(O)C(O)C1O
382,puromycin,0,2,COc1ccc(C[C@H](N)C(=O)NC2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1
383,ribavirin,0,2,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
384,Tiotidine,1,2,CN=C(NC#N)NCCSCc1csc(N=C(N)N)n1
385,Zolantidine,1,2,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1
386,1-hydroxymidazolam,1,2,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
387,111-trichloroethane,1,2,CC(Cl)(Cl)Cl
389,2-methylpropanol,1,2,CC(C)CO
390,"""2,2-dimethylbutane""",1,2,CCC(C)(C)C
391,Vidarabine,1,2,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
392,Bis-hydroxylated-L-663581,0,2,CN1Cc2c(-c3noc(C(C)(CO)CO)n3)ncn2-c2cccc(Cl)c2C1=O
395,Thioperamide,1,2,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
396,rifampin,0,2,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
397,salicylic acid,0,2,O=C(O)c1ccccc1O
398,scopolamine,0,2,CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
399,Spironolactone,0,2,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21
400,Stanozolol,0,2,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
401,sulfasalazine,0,2,O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O
402,Terconazole,0,2,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
403,testolactone,0,2,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2
404,testosterone,0,2,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
405,TetraCycline,0,2,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
406,3-methylhexane,1,2,CCCC(C)CC
407,3-methylpentane,1,2,CCC(C)CC
408,4-hydroxymidazolam,1,2,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O
409,Aminopyrine,1,2,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
410,Atenolol,0,2,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
411,Benzene,1,2,c1ccccc1
412,Bretazenil,1,2,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2
413,Bromperidol,1,2,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
414,Mefloquine,1,2,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
416,Tifluadom,1,2,CN1c2ccccc2C(c2ccccc2F)=NCC1CNC(=O)c1ccsc1
417,aldosterone,0,2,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
418,BRL52537,1,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCC[C@H]1CN1CCCC1
419,BRL52580,1,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2ccccc2[C@H]1CN1CCCC1
420,BRL52656,1,2,O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCC[C@H]1CN1CCCC1
421,BRL52871,1,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2sccc2[C@H]1CN1CCCC1
423,thioguanine,0,2,Nc1nc(=S)c2[nH]cnc2[nH]1
424,tolazamide,0,2,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
425,tolbutamide,0,2,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
426,Triamcinolone,0,2,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
427,Triamterene,0,2,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
428,Trichlormethiazide,0,2,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
429,valinomycin,0,2,CC(C)C1NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC1=O
430,verapamil,0,2,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
431,warfarin,0,2,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O
432,Butanone,1,2,CCC(C)=O
433,Cyclopropane,1,2,C1CC1
434,Desmethyldesipramine,1,2,NCCCN1c2ccccc2CCc2ccccc21
436,Diethylether,1,2,CCOCC
437,Divinylether,1,2,C=COC=C
438,Enflurane,1,2,FC(F)OC(F)(F)C(F)Cl
439,BRL52974,0,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2[C@H]1CN1CCCC1
440,BRL53087,1,2,CC1(C)CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1
441,carebastine,0,2,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
442,cetirizine,0,2,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
443,ciprofloxacin,0,2,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
444,cp102,0,2,CCc1c(O)c(=O)ccn1CCO
445,cp107,0,2,CCc1c(O)c(=O)ccn1CCCCO
446,yohimbine,0,2,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21
447,zidovudine,0,2,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
448,acepromazine,1,2,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
449,acetophenazine,1,2,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
450,acetozalamide,1,2,CC(=O)Nc1nnc(S(N)(=O)=O)s1
451,allobarbital,1,2,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
452,amantadine,1,2,NC12CC3CC(CC(C3)C1)C2
454,amobarbital,1,2,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
455,amphetamine,1,2,CC(N)Cc1ccccc1
456,Ethanol,1,2,CCO
458,Flumazenil,1,2,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
459,Flunitrazepam,1,2,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
460,Fluroxene,1,2,C=COCC(F)(F)F
461,Halothane,1,2,FC(F)(F)C(Cl)Br
462,Heptane,1,2,CCCCCCC
463,Hexane,1,2,CCCCCC
464,cp20,1,2,Cc1c(O)c(=O)ccn1C
465,cp21,1,2,CCn1ccc(=O)c(O)c1C
466,cp24,1,2,CCCCn1ccc(=O)c(O)c1C
467,cp25,1,2,CCCCCn1ccc(=O)c(O)c1C
469,cp41,0,2,Cc1c(O)c(=O)ccn1CCCO
470,cp94,1,2,CCc1c(O)c(=O)ccn1CC
471,difloxacin,0,2,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1
473,apomorphine,1,2,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
474,arecoline,1,2,COC(=O)C1=CCCN(C)C1
475,azaperone,1,2,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
476,benactyzine,1,2,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
477,benperidol,1,2,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
478,benzocaine,1,2,CCOC(=O)c1ccc(N)cc1
479,benzquinamide,1,2,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O
480,benztropine,1,2,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2
481,biperiden,1,2,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
482,Hexobarbital,1,2,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
483,Indinavir,1,2,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
484,Isoflurane,1,2,FC(F)OC(Cl)C(F)(F)F
485,Methohexital,1,2,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
486,Methoxyflurane,1,2,COC(F)(F)C(Cl)Cl
487,Methylcyclopentane,1,2,CC1CCCC1
490,doxylamine,1,2,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
491,EMD60400,0,2,CN(C(=O)Cc1ccccc1N)[C@@H](CN1CC[C@@H](O)C1)c1ccccc1
492,enoxacin,0,2,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
493,fleroxacin,0,2,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
494,GR85571,1,2,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1
495,GR88377,1,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CCCC1
496,GR89696,1,2,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1
497,bromazepam,1,2,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
498,buclizine,1,2,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1
499,bufotenine,1,2,CN(C)CCc1c[nH]c2ccc(O)cc12
500,bupropion,1,2,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
501,buramate,1,2,O=C(NCc1ccccc1)OCCO
502,butabarbital,1,2,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
504,cannabidiol,1,2,C=C(C)[C@@H]1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O
505,capuride,1,2,CCC(C)C(CC)C(=O)NC(N)=O
507,Northioridazine,1,2,CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2
509,Paraxanthine,1,2,Cn1c(=O)[nH]c2ncn(C)c2c1=O
510,Pentane,1,2,CCCCC
511,Propanol,1,2,CCCO
512,Propanone,1,2,CC(C)=O
513,GR89696_et,1,2,CCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1
514,GR89696_pr,1,2,CCCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1
515,GR91272,1,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2occc2[C@H]1CN1CC[C@@H](O)C1
516,GR94839,0,2,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CC[C@@H](O)C2)C1
517,GR94839_A,0,2,CC(=O)N1CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)[C@@H](CN2CC[C@@H](O)C2)C1
518,GR94839_B,0,2,CSc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1
